,Pass,Profit,Total_trades,Profit_factor,Expected_Payoff,Drawdown_$,Drawdown_%,??,volume_1,volume_2,volume_3,pips2,pips3,pips1,hiddenAction,timeFrame,risk ratio
6257,378618,6783.79,393,3.48,17.26,19532.73,18.28,0.0,4 ,0.7 ,0.2 ,3 ,20,1 ,0,240,0.34730373071250153
6258,165212,2478.79,393,2.06,6.31,9918.25,9.70,0.0,2 ,0.2 ,0.3 ,20 ,9,1 ,0,240,0.24992211327603156
6259,427538,6777.41,393,2.22,17.25,27230.26,25.66,0.0,6 ,0.5 ,0.3 ,10 ,22,1 ,0,240,0.24889259228520036
6260,330156,6932.81,393,1.83,17.64,33289.87,31.08,0.0,7 ,0.7 ,0.6 ,17 ,17,1 ,0,240,0.20825584479602954
6261,55442,3367.85,393,2.54,8.57,11854.7,11.49,0.0,2 ,0.5 ,0.5 ,15 ,4,1 ,0,240,0.284094072393228
6262,151365,7753.37,393,3.01,19.73,24084.29,22.54,0.0,5 ,0.7 ,0.4 ,6 ,9,1 ,0,240,0.3219264508108813
6263,180754,5141.6,393,2.27,13.08,21406.86,20.42,0.0,4 ,0.6 ,0.8 ,14 ,10,1 ,0,240,0.2401846884596807
6264,326727,7320.96,393,1.94,18.63,34504.3,32.16,0.0,8 ,0.4 ,0.2 ,14 ,17,1 ,0,240,0.2121752940937796
6265,114415,6198.47,393,2.47,15.77,22508.73,21.31,0.0,5 ,0.2 ,0.5 ,11 ,7,1 ,0,240,0.2753807078409133
6266,411494,6551.74,393,1.89,16.67,31193.1,29.24,0.0,7 ,0.6 ,0.2 ,15 ,21,1 ,0,240,0.21003811740416953
6267,9848,10680.73,393,3.34,27.18,37381.66,34.04,0.0,8 ,0.5 ,0.9 ,11 ,2,1 ,0,240,0.2857211263491241
6268,56460,10754.29,393,2.28,27.36,44396.55,40.21,0.0,10 ,0.6 ,0.5 ,16 ,4,1 ,0,240,0.24223256086340042
6269,176535,6016.5,393,2.12,15.31,23693.4,22.48,0.0,5 ,0.4 ,0.6 ,10 ,10,1 ,0,240,0.2539314745878599
6270,57734,6214.48,393,2.88,15.81,20670.28,19.55,0.0,4 ,0.4 ,0.8 ,17 ,4,1 ,0,240,0.30064808023887435
6271,106508,11327.18,393,4.64,28.82,34511.43,31.27,0.0,8 ,0.1 ,0.6 ,3 ,7,1 ,0,240,0.32821531880887
6272,434481,8514.35,393,1.83,21.67,40596.45,37.30,0.0,9 ,0.9 ,0.2 ,17 ,22,1 ,0,240,0.20973139276956485
6273,132832,5489.93,393,4.06,13.97,12911.67,12.34,0.0,2 ,0.4 ,0.9 ,8 ,8,1 ,0,240,0.42519131917095154
6274,43291,4668.71,393,10.86,11.88,9029.47,8.68,0.0,1 ,1 ,0.3 ,3 ,4,1 ,0,240,0.5170524958829256
6275,162724,5430.42,393,2.33,13.82,20259.39,19.30,0.0,4 ,0.3 ,0.8 ,17 ,9,1 ,0,240,0.26804459561714344
6276,272519,2901.02,393,1.86,7.38,16302.69,15.83,0.0,3 ,0.3 ,0.8 ,22 ,14,1 ,0,240,0.17794732035019986
6277,413373,5438.2,393,1.85,13.84,26168.65,24.79,0.0,6 ,0.4 ,0.1 ,17 ,21,1 ,0,240,0.2078135478903191
6278,301493,1358.55,393,1.17,3.46,20542.84,19.57,0.0,4 ,0.3 ,0.9 ,9 ,16,1 ,0,240,0.06613253084773088
6279,418037,10088.19,393,1.88,25.67,46840.13,42.42,0.0,10 ,1 ,0.7 ,21 ,21,1 ,0,240,0.21537493597904192
6280,173985,9588.13,393,3.21,24.4,27133.31,25.00,0.0,5 ,0.9 ,1 ,7 ,10,1 ,0,240,0.35337118840274184
6281,190677,13817.02,393,5.41,35.16,33529.65,29.84,0.0,7 ,0.8 ,0.7 ,3 ,11,1 ,0,240,0.4120836334408501
6282,397324,3436.88,393,1.77,8.75,21574.86,20.84,0.0,4 ,0.4 ,1 ,21 ,20,1 ,0,240,0.15930022257386606
6283,320424,8902.04,393,1.77,22.65,45510.07,40.85,0.0,10 ,0.7 ,0.8 ,7 ,17,1 ,0,240,0.19560593952063798
6284,114921,5224.83,393,11.75,13.29,8853.77,8.49,0.0,1 ,0.3 ,1 ,11 ,7,1 ,0,240,0.590124884653656
6285,369743,8797.62,393,1.9,22.39,40764.3,37.44,0.0,9 ,0.9 ,0.3 ,15 ,19,1 ,0,240,0.21581678085972286
6286,24905,7949.33,393,4.35,20.23,24197.29,22.57,0.0,5 ,0.1 ,1 ,5 ,3,1 ,0,240,0.32852149972166306
6287,211396,9514.54,393,3.07,24.21,29221.86,26.51,0.0,6 ,1 ,0.4 ,3 ,12,1 ,0,240,0.32559665948711003
6288,214624,3517.59,393,1.54,8.95,19611.5,18.51,0.0,4 ,0.3 ,0.7 ,6 ,12,1 ,0,240,0.17936363868138594
6289,182215,4952.84,393,2.01,12.6,21916.87,20.91,0.0,5 ,0.2 ,0.3 ,16 ,10,1 ,0,240,0.22598299848472891
6290,57465,6556.63,393,2.34,16.68,24744.18,23.29,0.0,5 ,0.7 ,0.5 ,17 ,4,1 ,0,240,0.2649766530957987
6291,267403,6334.68,393,1.85,16.12,31212.1,29.31,0.0,7 ,0.1 ,0.7 ,17 ,14,1 ,0,240,0.2029559049214888
6292,273907,1917.02,393,2.34,4.88,5458.38,5.33,0.0,1 ,0.2 ,0.2 ,3 ,15,1 ,0,240,0.35120676830854575
6293,53269,9375.03,393,2.16,23.86,39792.72,36.48,0.0,9 ,0.7 ,0.3 ,13 ,4,1 ,0,240,0.2355966116415264
6294,185030,9822.18,393,2.22,24.99,41370.95,37.77,0.0,10 ,0.3 ,0.1 ,19 ,10,1 ,0,240,0.2374173181906628
6295,260686,10959.12,393,2.11,27.89,46727.02,42.44,0.0,10 ,0.9 ,0.9 ,10 ,14,1 ,0,240,0.23453496499455778
6296,321602,1373.98,393,1.2,3.5,14780.02,14.08,0.0,2 ,0.8 ,1 ,8 ,17,1 ,0,240,0.0929619851664612
6297,238588,6728.19,393,1.58,17.12,41288.56,37.83,0.0,9 ,0.7 ,0.7 ,9 ,13,1 ,0,240,0.16295530771719818
6298,272334,7187.14,393,1.77,18.29,36055.7,33.54,0.0,8 ,0.4 ,0.6 ,22 ,14,1 ,0,240,0.1993343632213492
6299,103251,2097.33,393,2.58,5.34,7497.81,7.36,0.0,1 ,0.6 ,0.3 ,21 ,6,1 ,0,240,0.27972567989853037
6300,13966,8589.75,393,3.04,21.86,30570.53,28.31,0.0,6 ,0.7 ,1 ,15 ,2,1 ,0,240,0.2809813895931801
6301,272063,6892.72,393,1.81,17.54,32061.8,29.94,0.0,7 ,0.7 ,0.3 ,22 ,14,1 ,0,240,0.21498231540337723
6302,68789,12605.11,393,2.81,32.07,42353.23,38.09,0.0,9 ,0.9 ,0.8 ,7 ,5,1 ,0,240,0.2976186231841113
6303,205296,6462.12,393,1.94,16.44,29153.97,27.44,0.0,6 ,1 ,0.3 ,18 ,11,1 ,0,240,0.22165488953991513
6304,84027,8777.9,393,5.69,22.34,29474.86,27.27,0.0,7 ,0.3 ,0.1 ,2 ,6,1 ,0,240,0.29780972666197564
6305,62836,8773.17,393,2.96,22.32,29044.97,26.85,0.0,6 ,0.4 ,0.9 ,22 ,4,1 ,0,240,0.3020547103336653
6306,355520,6701.5,393,1.77,17.05,35930.1,33.69,0.0,7 ,1 ,1 ,21 ,18,1 ,0,240,0.18651492759552576
6307,435752,9299.62,393,1.81,23.66,44619.35,40.78,0.0,10 ,0.6 ,0.5 ,18 ,22,1 ,0,240,0.2084212342851252
6308,244082,3111.42,393,7.6,7.92,8567.98,8.34,0.0,1 ,1 ,0.2 ,15 ,13,1 ,0,240,0.3631451053807315
6309,4467,9632.26,393,3.43,24.51,32545.98,29.93,0.0,7 ,0.7 ,0.5 ,6 ,2,1 ,0,240,0.2959585177647132
6310,399993,6609.38,393,2.46,16.82,16004.92,14.78,0.0,3 ,0.1 ,0.7 ,3 ,21,1 ,0,240,0.4129592650260045
6311,30842,5390.58,393,4.58,13.72,13364.26,12.76,0.0,2 ,0.5 ,0.9 ,11 ,3,1 ,0,240,0.4033579113246824
6312,345036,3488.16,393,2.16,8.88,16127.14,15.63,0.0,3 ,0.2 ,0.6 ,11 ,18,1 ,0,240,0.21629129529476399
6313,54367,7620.11,393,2.17,19.39,32291.81,30.09,0.0,7 ,0.7 ,0.4 ,14 ,4,1 ,0,240,0.23597655256859246
6314,397825,4986.13,393,1.83,12.69,23625.51,22.46,0.0,5 ,0.4 ,0.5 ,22 ,20,1 ,0,240,0.21104856572408387
6315,243161,8871.24,393,1.83,22.57,43994.5,40.34,0.0,10 ,0.7 ,0.3 ,14 ,13,1 ,0,240,0.20164429644614668
6316,360457,4757.58,393,1.66,12.11,22835.94,21.16,0.0,4 ,0.4 ,1 ,5 ,19,1 ,0,240,0.2083373839658013
6317,45339,11013.62,393,3.39,28.02,38923.22,35.36,0.0,9 ,0.4 ,0.4 ,5 ,4,1 ,0,240,0.2829575764800549
6318,77220,11107.0,393,2.86,28.26,41775.71,37.88,0.0,10 ,0.2 ,0.3 ,16 ,5,1 ,0,240,0.2658722018129674
6319,227556,3293.94,393,2.27,8.38,14266.96,13.82,0.0,2 ,1 ,0.6 ,19 ,12,1 ,0,240,0.23087889781705426
6320,67128,9111.54,393,3.11,23.18,33767.65,31.18,0.0,8 ,0.3 ,0.2 ,6 ,5,1 ,0,240,0.269830444226945
6321,36437,8353.37,393,2.67,21.26,31548.15,29.21,0.0,7 ,0.4 ,0.5 ,17 ,3,1 ,0,240,0.2647816116000463
6322,178946,7808.6,393,2.15,19.87,29566.75,27.61,0.0,6 ,0.5 ,1 ,12 ,10,1 ,0,240,0.26410072124937645
6323,259094,5504.41,393,1.83,14.01,26910.52,25.32,0.0,6 ,0.5 ,0.3 ,9 ,14,1 ,0,240,0.20454491403361955
6324,48235,6379.99,393,2.77,16.23,22574.73,21.33,0.0,5 ,0.4 ,0.3 ,8 ,4,1 ,0,240,0.2826164476828737
6325,416499,1559.88,393,1.57,3.97,11624.54,11.43,0.0,2 ,0.7 ,0.2 ,20 ,21,1 ,0,240,0.1341885356323777
6326,315380,10552.35,393,2.89,26.85,27789.59,24.71,0.0,6 ,0.3 ,0.8 ,2 ,17,1 ,0,240,0.37972312653767115
6327,69185,7237.09,393,2.68,18.41,24140.29,22.69,0.0,5 ,0.9 ,0.2 ,8 ,5,1 ,0,240,0.29979300165822365
6328,439723,1458.18,393,1.98,3.71,7577.54,7.47,0.0,1 ,0.4 ,0.5 ,22 ,22,1 ,0,240,0.19243448401460106
6329,271956,9508.88,393,1.9,24.2,43395.8,39.58,0.0,10 ,0.6 ,0.2 ,22 ,14,1 ,0,240,0.21911982265564867
6330,175612,3367.69,393,2.48,8.57,11487.61,11.15,0.0,2 ,0.2 ,0.7 ,9 ,10,1 ,0,240,0.29315845506593624
6331,115779,10939.78,393,2.31,27.84,41970.34,38.06,0.0,9 ,0.8 ,0.8 ,12 ,7,1 ,0,240,0.26065502447680916
6332,11695,6696.79,393,2.75,17.04,26569.43,24.98,0.0,5 ,1 ,0.7 ,13 ,2,1 ,0,240,0.25204868903849276
6333,223498,4701.72,393,1.96,11.96,19804.5,18.93,0.0,4 ,0.4 ,0.6 ,15 ,12,1 ,0,240,0.23740665000378702
6334,93174,5479.38,393,2.26,13.94,19784.5,18.85,0.0,4 ,0.8 ,0.2 ,11 ,6,1 ,0,240,0.27695317041118045
6335,95862,5283.56,393,3.44,13.44,14122.64,13.48,0.0,2 ,0.7 ,0.9 ,13 ,6,1 ,0,240,0.3741198529453417
6336,276496,11655.43,393,2.21,29.66,46179.85,40.84,0.0,10 ,1 ,0.7 ,5 ,15,1 ,0,240,0.2523921147426854
6337,217754,7839.16,393,1.6,19.95,45975.24,41.58,0.0,10 ,0.8 ,0.8 ,9 ,12,1 ,0,240,0.17050829968478687
6338,38697,8599.53,393,2.27,21.88,34689.43,32.02,0.0,7 ,1 ,0.7 ,19 ,3,1 ,0,240,0.24790058527914702
6339,84364,7612.67,393,6.14,19.37,20201.39,18.91,0.0,4 ,0.7 ,0.4 ,2 ,6,1 ,0,240,0.3768389204901247
6340,315527,8727.11,393,2.66,22.21,18122.03,16.32,0.0,3 ,0.8 ,0.9 ,2 ,17,1 ,0,240,0.48157463595413985
6341,113970,12910.9,393,2.53,32.85,46262.13,41.45,0.0,10 ,0.7 ,1 ,10 ,7,1 ,0,240,0.27908139984043107
6342,45499,12170.9,393,3.04,30.97,41713.45,37.59,0.0,9 ,1 ,0.5 ,5 ,4,1 ,0,240,0.2917739961571148
6343,75593,5610.92,393,3.28,14.28,18090.94,17.22,0.0,3 ,1 ,0.6 ,14 ,5,1 ,0,240,0.31015082687798423
6344,246161,9225.86,393,1.85,23.48,44141.5,40.33,0.0,10 ,0.7 ,0.3 ,17 ,13,1 ,0,240,0.209006490490808
6345,24216,7272.78,393,3.66,18.51,25843.85,24.22,0.0,6 ,0.2 ,0.3 ,5 ,3,1 ,0,240,0.28141240565937353
6346,167976,7833.34,393,2.14,19.93,30985.42,28.89,0.0,6 ,0.8 ,1 ,22 ,9,1 ,0,240,0.2528072880729066
6347,57169,9048.34,393,2.09,23.02,39691.83,36.45,0.0,9 ,0.7 ,0.2 ,17 ,4,1 ,0,240,0.2279647977933998
6348,45530,12307.5,393,3.45,31.32,43299.01,38.91,0.0,10 ,0.3 ,0.6 ,5 ,4,1 ,0,240,0.284244374178532
6349,240840,9038.8,393,1.93,23.0,41808.45,38.50,0.0,9 ,0.5 ,1 ,11 ,13,1 ,0,240,0.21619552985102294
6350,300708,2701.34,393,1.92,6.87,13083.21,12.71,0.0,3 ,0.2 ,0.1 ,9 ,16,1 ,0,240,0.20647379351091974
6351,177069,9194.58,393,2.13,23.4,38946.22,35.83,0.0,9 ,0.7 ,0.1 ,11 ,10,1 ,0,240,0.2360840153421821
6352,60049,9154.17,393,2.11,23.29,38580.24,35.39,0.0,9 ,0.5 ,0.1 ,20 ,4,1 ,0,240,0.2372761289198823
6353,198784,6208.25,393,2.35,15.8,22517.13,21.32,0.0,4 ,0.9 ,0.8 ,11 ,11,1 ,0,240,0.27571231324773626
6354,15713,4710.02,393,3.61,11.98,15915.6,15.26,0.0,3 ,0.2 ,0.8 ,17 ,2,1 ,0,240,0.29593731935962203
6355,308550,5883.65,393,1.74,14.97,31607.31,29.79,0.0,6 ,1 ,0.9 ,16 ,16,1 ,0,240,0.18614839415312467
6356,77058,7710.7,393,2.0,19.62,34949.19,32.46,0.0,8 ,0.6 ,0.1 ,16 ,5,1 ,0,240,0.2206260002020075
6357,279934,9805.17,393,2.08,24.95,43251.01,39.33,0.0,10 ,0.7 ,0.2 ,9 ,15,1 ,0,240,0.22670383882364828
6358,88551,4952.94,393,11.74,12.6,8532.78,8.19,0.0,1 ,0.6 ,0.6 ,6 ,6,1 ,0,240,0.5804602954722844
6359,277295,9277.4,393,1.97,23.61,41528.45,37.59,0.0,9 ,1 ,0.5 ,6 ,15,1 ,0,240,0.22339865802841186
6360,130799,12822.04,393,2.72,32.63,42658.12,38.30,0.0,9 ,1 ,0.8 ,6 ,8,1 ,0,240,0.30057677178459813
6361,354964,1389.9,393,1.86,3.54,8013.6,7.90,0.0,1 ,0.5 ,0.5 ,21 ,18,1 ,0,240,0.17344264749925128
6362,150085,7256.0,393,3.0,18.46,23781.4,22.35,0.0,5 ,0.9 ,0.1 ,5 ,9,1 ,0,240,0.3051123987654217
6363,424155,7640.91,393,1.78,19.44,37299.25,33.78,0.0,8 ,0.2 ,0.9 ,6 ,22,1 ,0,240,0.2048542531016039
6364,412908,2929.04,393,6.68,7.45,9492.16,9.25,0.0,1 ,0.8 ,0.6 ,16 ,21,1 ,0,240,0.3085746552944746
6365,147071,3282.51,393,7.24,8.35,7498.91,7.29,0.0,1 ,0.8 ,0.1 ,2 ,9,1 ,0,240,0.4377316169950033
6366,115961,6029.07,393,11.51,15.34,10340.73,9.84,0.0,1 ,0.7 ,1 ,12 ,7,1 ,0,240,0.5830410425569568
6367,12224,4585.68,393,2.6,11.67,18336.82,17.57,0.0,4 ,0.3 ,0.3 ,14 ,2,1 ,0,240,0.2500804392473722
6368,337981,5529.7,393,2.77,14.07,13963.62,13.15,0.0,2 ,1 ,0.4 ,4 ,18,1 ,0,240,0.3960076255297695
6369,66777,10964.78,393,3.24,27.9,34064.54,31.09,0.0,7 ,0.8 ,0.8 ,5 ,5,1 ,0,240,0.3218825206505064
6370,136893,7141.29,393,3.51,18.17,19146.51,18.00,0.0,3 ,1 ,0.9 ,12 ,8,1 ,0,240,0.3729812900627843
6371,394572,2411.32,393,2.22,6.14,12346.79,12.06,0.0,2 ,0.9 ,0.2 ,19 ,20,1 ,0,240,0.19529934501194238
6372,95180,9806.8,393,2.02,24.95,43793.58,39.93,0.0,10 ,0.8 ,0.2 ,13 ,6,1 ,0,240,0.2239323663422812
6373,386042,4165.37,393,3.11,10.6,14316.75,13.82,0.0,2 ,0.6 ,0.7 ,10 ,20,1 ,0,240,0.2909438245411843
6374,106725,9740.81,393,5.29,24.79,24056.29,22.13,0.0,5 ,0.3 ,0.8 ,3 ,7,1 ,0,240,0.40491738335379224
6375,362563,2078.24,393,2.61,5.29,6438.62,6.30,0.0,1 ,0.5 ,0.1 ,8 ,19,1 ,0,240,0.32277724108582273
6376,226025,1445.63,393,2.1,3.68,7178.48,7.07,0.0,1 ,0.7 ,0.1 ,18 ,12,1 ,0,240,0.20138385842128143
6377,433909,7181.55,393,1.96,18.27,31694.95,29.54,0.0,7 ,0.2 ,0.7 ,16 ,22,1 ,0,240,0.22658341470802132
6378,85261,4024.72,393,6.42,10.24,7842.8,7.58,0.0,1 ,0.7 ,0.3 ,3 ,6,1 ,0,240,0.5131738664762584
6379,161077,7141.41,393,1.97,18.17,31679.99,29.55,0.0,7 ,0.8 ,0.1 ,16 ,9,1 ,0,240,0.22542336661091117
6380,387505,4689.96,393,2.02,11.93,21611.86,20.67,0.0,5 ,0.2 ,0.2 ,12 ,20,1 ,0,240,0.21700862396850618
6381,129097,9248.74,393,2.94,23.53,32152.09,29.70,0.0,7 ,1 ,0.1 ,5 ,8,1 ,0,240,0.28765595020417023
6382,439518,5772.72,393,1.88,14.69,26500.5,25.04,0.0,6 ,0.3 ,0.3 ,22 ,22,1 ,0,240,0.2178343804833871
6383,180603,4156.49,393,2.39,10.58,15042.82,14.50,0.0,3 ,0.1 ,0.7 ,14 ,10,1 ,0,240,0.2763105587915032
6384,223552,8363.04,393,1.92,21.28,37768.55,34.85,0.0,8 ,0.9 ,0.6 ,15 ,12,1 ,0,240,0.22142867544557576
6385,387358,9302.38,393,2.16,23.67,40070.17,36.93,0.0,8 ,0.7 ,1 ,11 ,20,1 ,0,240,0.2321522469208391
6386,438477,5263.14,393,1.87,13.39,24385.29,23.15,0.0,5 ,0.9 ,0.2 ,21 ,22,1 ,0,240,0.2158325777548678
6387,133166,7047.12,393,2.3,17.93,27369.41,25.73,0.0,6 ,0.7 ,0.2 ,9 ,8,1 ,0,240,0.2574816190776491
6388,90953,7533.66,393,4.47,19.17,18040.54,16.93,0.0,3 ,0.6 ,1 ,8 ,6,1 ,0,240,0.41759614734370476
6389,196847,8692.31,393,2.21,22.12,33244.76,30.82,0.0,7 ,0.5 ,0.9 ,9 ,11,1 ,0,240,0.26146406230636043
6390,301703,9543.95,393,2.38,24.28,38134.28,35.04,0.0,9 ,0.5 ,0.1 ,10 ,16,1 ,0,240,0.25027219603988854
6391,350629,5976.54,393,2.16,15.21,25050.46,23.70,0.0,6 ,0.1 ,0.2 ,17 ,18,1 ,0,240,0.23858005002702545
6392,96915,7336.96,393,2.65,18.67,24519.18,23.00,0.0,5 ,0.2 ,1 ,14 ,6,1 ,0,240,0.2992334980207332
6393,117061,1835.51,393,2.46,4.67,7079.82,6.96,0.0,1 ,0.7 ,0.1 ,14 ,7,1 ,0,240,0.2592594161998469
6394,301850,7033.94,393,2.09,17.9,28443.76,26.74,0.0,6 ,1 ,0.2 ,10 ,16,1 ,0,240,0.24729290361049314
6395,296328,10034.59,393,2.37,25.53,38651.82,34.56,0.0,9 ,0.1 ,0.7 ,4 ,16,1 ,0,240,0.25961494180610384
6396,11409,10732.74,393,4.19,27.31,38275.4,34.80,0.0,9 ,0.1 ,0.5 ,13 ,2,1 ,0,240,0.28040830402817474
6397,258238,6674.08,393,1.75,16.98,35676.1,33.05,0.0,8 ,0.6 ,0.4 ,8 ,14,1 ,0,240,0.18707425979857664
6398,298155,5492.3,393,1.82,13.98,27260.61,25.47,0.0,6 ,0.4 ,0.5 ,6 ,16,1 ,0,240,0.20147384816407263
6399,60308,9202.59,393,3.15,23.42,33863.61,31.18,0.0,8 ,0.1 ,0.4 ,20 ,4,1 ,0,240,0.27175454713776825
6400,56696,7959.09,393,2.4,20.25,30687.53,28.53,0.0,6 ,1 ,0.7 ,16 ,4,1 ,0,240,0.2593590947202333
6401,422818,4330.08,393,2.58,11.02,10078.54,9.56,0.0,1 ,0.9 ,0.5 ,5 ,22,1 ,0,240,0.429633657255912
6402,263510,4242.0,393,1.86,10.79,19888.5,19.08,0.0,4 ,0.2 ,0.8 ,13 ,14,1 ,0,240,0.21328908665811902
6403,140077,7140.41,393,1.98,18.17,31684.99,29.55,0.0,7 ,0.8 ,0.1 ,16 ,8,1 ,0,240,0.22535623334582083
6404,353323,9374.26,393,1.79,23.85,47293.02,43.10,0.0,10 ,1 ,0.8 ,19 ,18,1 ,0,240,0.1982165655735244
6405,389038,7298.69,393,1.84,18.57,37699.46,35.18,0.0,8 ,0.5 ,0.7 ,13 ,20,1 ,0,240,0.19360197732275208
6406,108388,10759.16,393,2.93,27.38,36887.77,33.66,0.0,8 ,0.9 ,0.4 ,5 ,7,1 ,0,240,0.2916728227268821
6407,394342,2624.92,393,1.98,6.68,14376.96,14.01,0.0,2 ,0.6 ,1 ,18 ,20,1 ,0,240,0.1825782362891738
6408,393047,6967.81,393,1.84,17.73,33268.87,31.04,0.0,7 ,0.6 ,0.7 ,17 ,20,1 ,0,240,0.20943933472943324
6409,10199,9955.34,393,2.24,25.33,40394.78,36.85,0.0,9 ,1 ,0.2 ,12 ,2,1 ,0,240,0.24645115037140938
6410,212394,6995.18,393,2.71,17.8,21288.06,19.74,0.0,4 ,1 ,0.4 ,4 ,12,1 ,0,240,0.32859640568468895
6411,122157,6508.2,393,1.89,16.56,31203.18,29.28,0.0,7 ,0.6 ,0.2 ,19 ,7,1 ,0,240,0.20857489525106093
6412,347225,2071.13,393,1.79,5.27,13116.7,12.85,0.0,2 ,0.1 ,0.8 ,13 ,18,1 ,0,240,0.15790023405277243
6413,412227,10111.68,393,1.9,25.73,47069.02,42.71,0.0,10 ,0.9 ,0.9 ,15 ,21,1 ,0,240,0.21482665243508364
6414,351223,9971.19,393,1.9,25.37,46901.13,42.60,0.0,10 ,1 ,0.7 ,17 ,18,1 ,0,240,0.2126002081399745
6415,117046,5447.3,393,1.88,13.86,26380.54,25.01,0.0,6 ,0.5 ,0.1 ,14 ,7,1 ,0,240,0.20648932887651275
6416,158959,10212.52,393,2.14,25.99,42082.34,38.40,0.0,9 ,0.6 ,1 ,13 ,9,1 ,0,240,0.24267947077087446
6417,228913,8634.75,393,1.81,21.97,41843.25,38.50,0.0,9 ,0.5 ,1 ,20 ,12,1 ,0,240,0.20635944865659336
6418,103663,4310.53,393,2.21,10.97,17441.56,16.76,0.0,3 ,0.7 ,0.7 ,21 ,6,1 ,0,240,0.24714131075431323
6419,419130,3980.06,393,2.25,10.13,19080.32,18.38,0.0,3 ,1 ,0.8 ,22 ,21,1 ,0,240,0.2085950340455506
6420,38764,5635.0,393,2.7,14.34,21857.95,20.76,0.0,4 ,0.7 ,0.8 ,19 ,3,1 ,0,240,0.2578009374163634
6421,62618,9870.55,393,2.98,25.12,35423.13,32.44,0.0,8 ,0.2 ,0.7 ,22 ,4,1 ,0,240,0.2786470309089005
6422,193225,6284.79,393,2.77,15.99,22097.84,20.92,0.0,5 ,0.3 ,0.3 ,6 ,11,1 ,0,240,0.2844074352968435
6423,394884,3231.6,393,1.68,8.22,21997.95,21.27,0.0,4 ,1 ,0.5 ,19 ,20,1 ,0,240,0.14690459792844332
6424,397394,4187.84,393,2.14,10.66,16677.64,16.03,0.0,4 ,0.1 ,0.1 ,22 ,20,1 ,0,240,0.2511050724203185
6425,25188,10243.37,393,2.9,26.06,36004.99,32.93,0.0,8 ,0.9 ,0.2 ,6 ,3,1 ,0,240,0.28449862088560507
6426,320626,3788.16,393,1.55,9.64,18700.92,17.43,0.0,3 ,0.8 ,1 ,7 ,17,1 ,0,240,0.20256543528339782
6427,364189,4296.26,393,1.42,10.93,36634.57,34.10,0.0,8 ,0.1 ,0.8 ,9 ,19,1 ,0,240,0.11727338412870686
6428,432010,7163.46,393,1.79,18.23,36039.7,33.57,0.0,8 ,0.2 ,0.8 ,14 ,22,1 ,0,240,0.19876580548672715
6429,401103,5443.92,393,1.98,13.85,16968.56,15.80,0.0,3 ,0.2 ,0.8 ,4 ,21,1 ,0,240,0.32082392377432145
6430,26317,8488.56,393,3.52,21.6,30195.64,27.99,0.0,7 ,0.2 ,0.4 ,7 ,3,1 ,0,240,0.2811187310485885
6431,342141,5633.58,393,1.65,14.33,33468.78,31.13,0.0,7 ,0.6 ,0.6 ,8 ,18,1 ,0,240,0.16832343455602505
6432,232462,11557.5,393,2.95,29.41,37534.35,33.37,0.0,8 ,1 ,0.5 ,3 ,13,1 ,0,240,0.3079179471604011
6433,381602,8759.67,393,2.5,22.29,34480.59,31.69,0.0,8 ,0.5 ,0.2 ,6 ,20,1 ,0,240,0.2540464069785349
6434,426657,5080.6,393,1.72,12.93,27471.32,25.85,0.0,6 ,0.4 ,0.4 ,9 ,22,1 ,0,240,0.18494196856940257
6435,357871,11054.99,393,3.18,28.13,35623.17,31.94,0.0,8 ,0.5 ,0.4 ,3 ,19,1 ,0,240,0.31033145000851975
6436,382193,8711.42,393,1.87,22.17,41445.1,37.32,0.0,9 ,0.4 ,0.8 ,6 ,20,1 ,0,240,0.21019179589384512
6437,154865,7763.46,393,2.43,19.75,26134.74,24.44,0.0,5 ,0.7 ,0.9 ,9 ,9,1 ,0,240,0.2970551840194316
6438,373784,9719.22,393,1.96,24.73,43079.95,39.27,0.0,10 ,0.3 ,0.4 ,19 ,19,1 ,0,240,0.2256088969462592
6439,282681,4590.25,393,2.85,11.68,14509.33,13.93,0.0,2 ,0.7 ,1 ,11 ,15,1 ,0,240,0.3163654007455892
6440,205313,3586.94,393,2.19,9.13,14316.04,13.85,0.0,3 ,0.2 ,0.4 ,18 ,11,1 ,0,240,0.2505539241298571
6441,43093,5847.57,393,4.83,14.88,16245.49,15.43,0.0,3 ,1 ,0.1 ,3 ,4,1 ,0,240,0.35995036160805244
6442,49576,9055.3,393,2.85,23.04,29281.86,27.09,0.0,6 ,0.8 ,0.6 ,9 ,4,1 ,0,240,0.3092460656529332
6443,14848,10177.73,393,3.07,25.9,37516.66,34.22,0.0,8 ,0.5 ,0.9 ,16 ,2,1 ,0,240,0.2712856101795842
6444,98944,6322.1,393,2.71,16.09,21791.45,20.58,0.0,4 ,0.5 ,1 ,16 ,6,1 ,0,240,0.2901183721138336
6445,71664,6796.86,393,3.05,17.29,21327.06,20.12,0.0,4 ,0.7 ,0.7 ,10 ,5,1 ,0,240,0.3186965291981173
6446,190831,7689.23,393,17.19,19.57,8786.47,8.25,0.0,1 ,0.4 ,0.9 ,3 ,11,1 ,0,240,0.8751216358788
6447,290058,8250.54,393,1.86,20.99,39338.9,36.30,0.0,9 ,0.4 ,0.4 ,19 ,15,1 ,0,240,0.20972980942527628
