,Pass,Profit,Total_trades,Profit_factor,Expected_Payoff,Drawdown_$,Drawdown_%,??,volume_1,volume_2,volume_3,pips2,pips3,pips1,hiddenAction,timeFrame,risk ratio
1172,339475,2682.32,63,23.93,42.58,1477.98,1.48,0.0,5 ,0.8 ,0.5 ,5 ,18,1 ,0,1440,1.8148554107633392
1173,183513,1616.24,63,9.63,25.65,891.48,0.89,0.0,3 ,0.2 ,0.6 ,17 ,10,1 ,0,1440,1.8129851482927266
1174,125716,2113.52,63,6.33,33.55,1642.2,1.64,0.0,6 ,0.2 ,0.8 ,22 ,7,1 ,0,1440,1.2870052368773597
1175,182636,2521.13,63,6.84,40.02,1665.66,1.66,0.0,6 ,0.4 ,0.7 ,16 ,10,1 ,0,1440,1.5135922096946555
1176,121674,2214.2,63,7.89,35.15,1290.3,1.29,0.0,4 ,0.8 ,0.7 ,18 ,7,1 ,0,1440,1.7160350306130356
1177,357548,3118.24,63,41.5,49.5,2134.86,2.13,0.0,8 ,0.5 ,0.6 ,2 ,19,1 ,0,1440,1.4606297368445704
1178,351014,1021.41,63,3.62,16.21,1008.78,1.01,0.0,4 ,0.2 ,0.1 ,17 ,18,1 ,0,1440,1.0125200737524536
1179,324393,2465.92,63,12.04,39.14,1032.24,1.03,0.0,3 ,1 ,0.4 ,11 ,17,1 ,0,1440,2.388901805781601
1180,134643,1887.68,63,11.63,29.96,985.32,0.98,0.0,3 ,0.5 ,0.7 ,10 ,8,1 ,0,1440,1.9158040027605245
1181,194069,2403.92,63,6.46,38.16,2299.08,2.30,0.0,9 ,0.7 ,0.1 ,7 ,11,1 ,0,1440,1.0456008490352664
1182,88834,1895.12,63,10.72,30.08,1243.38,1.24,0.0,4 ,0.4 ,0.9 ,6 ,6,1 ,0,1440,1.5241679936946064
1183,417677,2780.45,63,4.3,44.13,1994.1,1.99,0.0,7 ,0.8 ,0.7 ,20 ,21,1 ,0,1440,1.3943382979790382
1184,227376,2685.16,63,6.23,42.62,1689.12,1.68,0.0,6 ,0.8 ,0.4 ,19 ,12,1 ,0,1440,1.5896798332859714
1185,353172,1457.2,63,6.21,23.13,703.8,0.70,0.0,2 ,0.8 ,0.2 ,19 ,18,1 ,0,1440,2.0704745666382496
1186,225622,1674.2,63,9.56,26.57,703.8,0.70,0.0,2 ,0.3 ,0.7 ,17 ,12,1 ,0,1440,2.378800795680591
1187,377506,2163.13,63,4.8,34.34,1571.82,1.57,0.0,6 ,0.1 ,0.6 ,22 ,19,1 ,0,1440,1.3761944751943609
1188,359040,2425.96,63,13.15,38.51,2463.3,2.46,0.0,10 ,0.4 ,0.1 ,4 ,19,1 ,0,1440,0.9848414728210124
1189,69755,2378.56,63,15.68,37.75,1501.44,1.50,0.0,5 ,0.6 ,0.8 ,8 ,5,1 ,0,1440,1.5841858482523443
1190,100473,1765.72,63,7.02,28.03,1008.78,1.01,0.0,3 ,0.8 ,0.5 ,18 ,6,1 ,0,1440,1.7503519102281966
1191,313080,2929.58,63,3.77,46.5,2557.14,2.55,0.0,10 ,0.8 ,0.1 ,21 ,16,1 ,0,1440,1.1456470901084805
1192,369548,3179.21,63,6.88,50.46,2134.86,2.13,0.0,8 ,0.5 ,0.6 ,14 ,19,1 ,0,1440,1.4891889866314418
1193,219935,3258.18,63,13.81,51.72,1501.44,1.50,0.0,5 ,0.4 ,1 ,11 ,12,1 ,0,1440,2.1700367647058822
1194,335356,2168.4,63,3.86,34.42,1642.2,1.64,0.0,6 ,0.6 ,0.4 ,22 ,17,1 ,0,1440,1.320423821702594
1195,408136,1988.66,63,7.12,31.57,1548.36,1.55,0.0,6 ,0.4 ,0.2 ,11 ,21,1 ,0,1440,1.2843653930610455
1196,264416,2241.77,63,6.71,35.58,1571.82,1.57,0.0,6 ,0.2 ,0.5 ,14 ,14,1 ,0,1440,1.4262256492473693
1197,428574,2748.0,63,13.3,43.62,1266.84,1.26,0.0,4 ,0.8 ,0.6 ,10 ,22,1 ,0,1440,2.169176849483755
1198,201599,4311.92,63,9.1,68.44,2486.76,2.48,0.0,9 ,1 ,0.6 ,14 ,11,1 ,0,1440,1.7339510045199376
1199,77779,3333.2,63,6.94,52.91,2486.76,2.48,0.0,9 ,0.8 ,0.8 ,16 ,5,1 ,0,1440,1.340378645305538
1200,198312,1302.02,63,12.94,20.67,609.96,0.61,0.0,2 ,0.2 ,0.4 ,11 ,11,1 ,0,1440,2.1345989900977114
1201,298867,3589.8,63,12.22,56.98,2017.56,2.01,0.0,7 ,0.7 ,0.9 ,6 ,16,1 ,0,1440,1.7792779396895262
1202,220393,2591.76,63,12.6,41.14,1032.24,1.03,0.0,3 ,1 ,0.4 ,12 ,12,1 ,0,1440,2.5108114392001863
1203,150726,2471.84,63,15.98,39.24,1665.66,1.66,0.0,6 ,0.3 ,0.8 ,5 ,9,1 ,0,1440,1.4840003362030667
1204,238627,2737.5,63,7.49,43.45,1876.8,1.87,0.0,7 ,0.3 ,0.7 ,9 ,13,1 ,0,1440,1.4585997442455243
1205,377559,3246.36,63,4.36,51.53,2392.92,2.38,0.0,9 ,0.6 ,0.6 ,22 ,19,1 ,0,1440,1.356652123765107
1206,284579,4129.78,63,9.16,65.55,2439.84,2.43,0.0,9 ,0.8 ,0.6 ,13 ,15,1 ,0,1440,1.6926437799199945
1207,248924,2949.03,63,10.86,46.81,1243.38,1.24,0.0,4 ,0.3 ,1 ,19 ,13,1 ,0,1440,2.3717849732181633
1208,46586,2307.0,63,10.15,36.62,1759.5,1.76,0.0,6 ,0.9 ,0.6 ,6 ,4,1 ,0,1440,1.3111679454390452
1209,130303,1061.4,63,8.08,16.85,821.1,0.82,0.0,3 ,0.1 ,0.4 ,6 ,8,1 ,0,1440,1.2926561929119476
1210,285545,2899.01,63,10.37,46.02,1431.06,1.43,0.0,5 ,0.5 ,0.6 ,14 ,15,1 ,0,1440,2.025778094559278
1211,336810,3912.8,63,40.13,62.11,2580.6,2.57,0.0,10 ,0.1 ,0.9 ,2 ,18,1 ,0,1440,1.5162365341393476
1212,64714,1518.0,63,13.65,24.1,1173.0,1.17,0.0,4 ,0.2 ,0.8 ,3 ,5,1 ,0,1440,1.2941176470588236
1213,21421,563.72,63,36.95,8.95,422.28,0.42,0.0,1 ,0.3 ,0.5 ,2 ,3,1 ,0,1440,1.3349436392914655
1214,202317,2134.1,63,6.09,33.87,1782.96,1.78,0.0,7 ,0.2 ,0.4 ,15 ,11,1 ,0,1440,1.1969421635931259
1215,244369,3558.45,63,7.08,56.48,2369.46,2.36,0.0,9 ,0.7 ,0.4 ,15 ,13,1 ,0,1440,1.5017978779975183
1216,410539,3305.42,63,7.1,52.47,2346.0,2.34,0.0,9 ,0.4 ,0.6 ,13 ,21,1 ,0,1440,1.4089599317988064
1217,393995,2892.8,63,6.17,45.92,1642.2,1.64,0.0,5 ,1 ,1 ,17 ,20,1 ,0,1440,1.761539398368043
1218,21913,1169.68,63,25.61,18.57,985.32,0.98,0.0,3 ,0.2 ,1 ,2 ,3,1 ,0,1440,1.1871067267486706
1219,311477,2692.63,63,4.38,42.74,1947.18,1.94,0.0,7 ,0.8 ,0.5 ,19 ,16,1 ,0,1440,1.3828356905884407
1220,382686,3332.4,63,14.88,52.9,1782.96,1.78,0.0,6 ,0.9 ,0.7 ,6 ,20,1 ,0,1440,1.8690267869161394
1221,345195,2783.08,63,10.6,44.18,1454.52,1.45,0.0,5 ,1 ,0.2 ,11 ,18,1 ,0,1440,1.913400984517229
1222,121354,1761.22,63,5.49,27.96,1173.0,1.17,0.0,4 ,0.6 ,0.4 ,18 ,7,1 ,0,1440,1.501466325660699
1223,346301,951.88,63,12.93,15.11,356.56,0.35,0.0,1 ,0.1 ,0.4 ,12 ,18,1 ,0,1440,2.669620821180166
1224,55690,3804.47,63,7.8,60.39,2721.36,2.71,0.0,10 ,0.9 ,0.7 ,15 ,4,1 ,0,1440,1.3980032042802126
1225,398973,2617.92,63,10.72,41.55,1138.2,1.12,0.0,3 ,0.8 ,1 ,22 ,20,1 ,0,1440,2.300052714812862
1226,310813,1745.64,63,7.03,27.71,961.86,0.96,0.0,3 ,0.2 ,0.9 ,18 ,16,1 ,0,1440,1.8148587112469592
1227,377713,1758.3,63,5.43,27.91,938.4,0.94,0.0,3 ,0.2 ,0.8 ,22 ,19,1 ,0,1440,1.8737212276214834
1228,172467,2600.28,63,9.67,41.27,1923.72,1.92,0.0,7 ,0.7 ,0.5 ,6 ,10,1 ,0,1440,1.3516935936622794
1229,174845,2841.56,63,14.53,45.1,1501.44,1.50,0.0,5 ,0.5 ,0.9 ,8 ,10,1 ,0,1440,1.8925564791133844
1230,104654,2080.34,63,6.82,33.02,1243.38,1.24,0.0,4 ,0.6 ,0.7 ,22 ,6,1 ,0,1440,1.67313291190143
1231,10741,1294.92,63,0.0,20.55,539.58,0.54,0.0,1 ,0.5 ,0.8 ,12 ,2,1 ,0,1440,2.3998665628822415
1232,274796,3241.12,63,21.01,51.45,1829.88,1.83,0.0,6 ,1 ,0.8 ,3 ,15,1 ,0,1440,1.7712199707084615
1233,306960,4396.56,63,7.52,69.79,2721.36,2.71,0.0,10 ,0.6 ,1 ,14 ,16,1 ,0,1440,1.6155745656583473
1234,248057,2257.05,63,4.42,35.83,1806.42,1.80,0.0,7 ,0.6 ,0.1 ,19 ,13,1 ,0,1440,1.2494602584116652
1235,31920,2668.14,63,8.93,42.35,2627.52,2.62,0.0,10 ,0.2 ,1 ,12 ,3,1 ,0,1440,1.015459444647424
1236,238457,2800.37,63,8.04,44.45,1900.26,1.90,0.0,7 ,0.6 ,0.5 ,9 ,13,1 ,0,1440,1.4736772862660898
1237,406095,2332.09,63,9.77,37.02,1431.06,1.43,0.0,5 ,1 ,0.1 ,9 ,21,1 ,0,1440,1.6296241946529149
1238,298161,1063.84,63,17.98,16.89,445.74,0.45,0.0,1 ,0.7 ,0.2 ,6 ,16,1 ,0,1440,2.3866828195809213
1239,140027,1852.63,63,5.34,29.41,1736.04,1.73,0.0,7 ,0.3 ,0.1 ,16 ,8,1 ,0,1440,1.0671585908158798
1240,230404,1658.35,63,7.4,26.32,1079.16,1.08,0.0,4 ,0.1 ,0.5 ,22 ,12,1 ,0,1440,1.5367044738500313
1241,110170,2617.36,63,6.29,41.55,2557.14,2.55,0.0,10 ,0.7 ,0.2 ,7 ,7,1 ,0,1440,1.0235497469829575
1242,52906,1982.67,63,12.0,31.47,1665.66,1.66,0.0,6 ,0.1 ,1 ,12 ,4,1 ,0,1440,1.190320953856129
1243,181356,2599.34,63,7.0,41.26,1642.2,1.64,0.0,6 ,0.6 ,0.4 ,15 ,10,1 ,0,1440,1.5828400925587627
1244,323492,2386.6,63,20.99,37.88,821.1,0.82,0.0,2 ,1 ,0.5 ,10 ,17,1 ,0,1440,2.9065887224454996
1245,367301,987.88,63,13.38,15.68,356.56,0.35,0.0,1 ,0.1 ,0.4 ,12 ,19,1 ,0,1440,2.7705855956921694
1246,253653,1902.72,63,15.7,30.2,1008.78,1.01,0.0,3 ,0.6 ,0.7 ,3 ,14,1 ,0,1440,1.8861595194194969
1247,282883,3277.92,63,23.88,52.03,1126.08,1.12,0.0,3 ,0.9 ,0.9 ,11 ,15,1 ,0,1440,2.910912190963342
1248,320153,1567.68,63,14.06,24.88,891.48,0.89,0.0,3 ,0.6 ,0.2 ,7 ,17,1 ,0,1440,1.758513931888545
1249,187268,2837.42,63,4.73,45.04,2111.4,2.11,0.0,8 ,0.7 ,0.3 ,21 ,10,1 ,0,1440,1.3438571563891257
1250,164815,2249.65,63,7.99,35.71,1431.06,1.43,0.0,5 ,0.2 ,0.9 ,19 ,9,1 ,0,1440,1.5720165471748215
1251,264155,2283.28,63,7.77,36.24,1360.68,1.36,0.0,5 ,0.6 ,0.2 ,14 ,14,1 ,0,1440,1.6780433312755387
1252,279970,4555.68,63,11.72,72.31,2744.82,2.74,0.0,10 ,0.7 ,1 ,8 ,15,1 ,0,1440,1.6597372505300894
1253,72564,2355.93,63,14.0,37.4,1243.38,1.24,0.0,4 ,0.7 ,0.6 ,11 ,5,1 ,0,1440,1.8947787482507357
1254,43096,1706.84,63,11.34,27.09,1665.66,1.66,0.0,6 ,1 ,0.1 ,3 ,4,1 ,0,1440,1.0247229326513212
1255,148354,1598.0,63,14.32,25.37,1173.0,1.17,0.0,4 ,0.6 ,0.4 ,3 ,9,1 ,0,1440,1.3623188405797102
1256,132271,1354.84,63,0.0,21.51,492.66,0.49,0.0,1 ,0.8 ,0.3 ,8 ,8,1 ,0,1440,2.7500507449356553
1257,43812,1011.24,63,19.53,16.05,727.26,0.73,0.0,2 ,0.2 ,0.9 ,3 ,4,1 ,0,1440,1.3904793333883343
1258,164390,3485.55,63,5.04,55.33,2650.98,2.64,0.0,10 ,0.9 ,0.4 ,19 ,9,1 ,0,1440,1.3148156530792388
1259,292170,2987.43,63,3.98,47.42,2557.14,2.55,0.0,10 ,0.7 ,0.2 ,21 ,15,1 ,0,1440,1.1682700204134306
1260,121811,1344.84,63,0.0,21.35,492.66,0.49,0.0,1 ,0.2 ,0.9 ,18 ,7,1 ,0,1440,2.7297527706734863
1261,194164,1777.96,63,10.88,28.22,1149.54,1.15,0.0,4 ,0.7 ,0.2 ,7 ,11,1 ,0,1440,1.5466708422499436
1262,162372,1697.28,63,12.83,26.94,750.72,0.75,0.0,2 ,0.8 ,0.4 ,17 ,9,1 ,0,1440,2.260869565217391
1263,87903,1461.64,63,14.34,23.2,961.86,0.96,0.0,3 ,0.1 ,1 ,5 ,6,1 ,0,1440,1.5195974466138524
1264,326277,3160.49,63,8.94,50.17,1900.26,1.90,0.0,7 ,0.8 ,0.3 ,13 ,17,1 ,0,1440,1.6631881952995904
1265,137329,2534.37,63,6.55,40.23,2275.62,2.27,0.0,9 ,0.3 ,0.4 ,13 ,8,1 ,0,1440,1.113705275924803
1266,384522,1744.04,63,14.88,27.68,680.34,0.68,0.0,2 ,0.3 ,0.6 ,8 ,20,1 ,0,1440,2.5634829644001527
1267,344751,2297.52,63,0.0,36.47,713.12,0.70,0.0,1 ,0.6 ,0.8 ,10 ,18,1 ,0,1440,3.2217859546780345
1268,424890,4558.84,63,11.13,72.36,2768.28,2.76,0.0,10 ,0.9 ,0.9 ,6 ,22,1 ,0,1440,1.6468131836374933
1269,306754,2774.16,63,12.03,44.03,1266.84,1.26,0.0,4 ,0.6 ,0.8 ,14 ,16,1 ,0,1440,2.189826655299801
1270,79700,3418.38,63,5.52,54.26,2744.82,2.74,0.0,10 ,1 ,0.7 ,18 ,5,1 ,0,1440,1.2453931405338055
1271,353023,1070.12,63,4.47,16.99,797.64,0.80,0.0,3 ,0.3 ,0.1 ,19 ,18,1 ,0,1440,1.341607742841382
1272,52375,2539.12,63,11.52,40.3,1454.52,1.45,0.0,5 ,0.8 ,0.4 ,12 ,4,1 ,0,1440,1.745675549322113
1273,45462,1241.28,63,21.85,19.7,750.72,0.75,0.0,2 ,0.7 ,0.5 ,5 ,4,1 ,0,1440,1.6534526854219949
1274,32655,2428.5,63,15.12,38.55,1477.98,1.48,0.0,5 ,0.6 ,0.7 ,13 ,3,1 ,0,1440,1.643121016522551
1275,305645,2997.44,63,11.33,47.58,1454.52,1.45,0.0,5 ,0.5 ,0.7 ,13 ,16,1 ,0,1440,2.0607760635811125
1276,197904,2442.17,63,13.22,38.76,1196.46,1.19,0.0,4 ,0.1 ,1 ,10 ,11,1 ,0,1440,2.041163097805192
1277,316295,2057.76,63,18.59,32.66,1477.98,1.48,0.0,5 ,1 ,0.3 ,3 ,17,1 ,0,1440,1.3922786505906712
1278,162803,1779.94,63,9.78,28.25,938.4,0.94,0.0,3 ,0.1 ,0.9 ,17 ,9,1 ,0,1440,1.8967817561807332
1279,138128,2031.13,63,5.09,32.24,1994.1,1.99,0.0,8 ,0.3 ,0.2 ,14 ,8,1 ,0,1440,1.018569780853518
1280,217617,2623.63,63,7.91,41.64,1853.34,1.85,0.0,7 ,0.2 ,0.7 ,9 ,12,1 ,0,1440,1.4156226056740804
1281,195646,2824.88,63,12.77,44.84,1689.12,1.69,0.0,6 ,0.5 ,0.7 ,8 ,11,1 ,0,1440,1.6723974614000192
1282,19028,1667.41,63,3.44,26.47,1970.64,1.97,0.0,8 ,0.3 ,0.1 ,21 ,2,1 ,0,1440,0.8461261316120651
1283,169041,553.64,63,19.6,8.79,375.36,0.38,0.0,1 ,0.5 ,0.1 ,3 ,10,1 ,0,1440,1.4749573742540494
1284,313146,2156.03,63,4.79,34.22,1571.82,1.57,0.0,6 ,0.5 ,0.2 ,21 ,16,1 ,0,1440,1.371677418533929
1285,371435,1966.19,63,4.96,31.21,1384.14,1.38,0.0,5 ,0.4 ,0.5 ,16 ,19,1 ,0,1440,1.4205138208562718
1286,39492,1686.4,63,10.67,26.77,821.1,0.82,0.0,2 ,1 ,0.5 ,20 ,3,1 ,0,1440,2.0538302277432714
1287,198927,3226.11,63,9.23,51.21,1947.18,1.94,0.0,7 ,0.3 ,1 ,11 ,11,1 ,0,1440,1.6568113887776168
1288,403985,3488.36,63,14.15,55.37,1618.74,1.61,0.0,5 ,0.9 ,1 ,6 ,21,1 ,0,1440,2.154984741218479
1289,435537,2569.1,63,4.33,40.78,1876.8,1.87,0.0,7 ,0.4 ,0.6 ,17 ,22,1 ,0,1440,1.3688725490196079
1290,217372,1885.28,63,20.74,29.93,750.72,0.75,0.0,2 ,0.8 ,0.4 ,9 ,12,1 ,0,1440,2.511295822676897
1291,353742,1912.32,63,11.54,30.35,774.18,0.77,0.0,2 ,0.5 ,0.8 ,19 ,18,1 ,0,1440,2.4701232271564755
1292,339706,2833.64,63,18.49,44.98,1618.74,1.62,0.0,6 ,0.1 ,0.8 ,5 ,18,1 ,0,1440,1.7505220109467856
1293,283465,3007.44,63,11.37,47.74,1454.52,1.45,0.0,5 ,0.7 ,0.5 ,12 ,15,1 ,0,1440,2.0676511838957183
1294,320483,2188.16,63,12.2,34.73,1032.24,1.03,0.0,3 ,0.9 ,0.5 ,7 ,17,1 ,0,1440,2.119817096799194
1295,122302,888.87,63,7.73,14.11,586.5,0.59,0.0,2 ,0.1 ,0.4 ,19 ,7,1 ,0,1440,1.5155498721227623
1296,77332,1109.12,63,8.72,17.61,656.88,0.66,0.0,2 ,0.4 ,0.4 ,16 ,5,1 ,0,1440,1.6884666910242356
1297,61605,1519.68,63,8.45,24.12,1360.68,1.36,0.0,5 ,0.1 ,0.7 ,21 ,4,1 ,0,1440,1.116853338036864
1298,206383,2084.72,63,7.61,33.09,1008.78,1.01,0.0,3 ,0.9 ,0.4 ,19 ,11,1 ,0,1440,2.0665754673962606
1299,416422,1231.12,63,6.5,19.54,656.88,0.66,0.0,2 ,0.3 ,0.5 ,19 ,21,1 ,0,1440,1.8741931555230786
1300,383299,3243.56,63,9.32,51.49,2416.38,2.41,0.0,9 ,1 ,0.3 ,7 ,20,1 ,0,1440,1.342321985780382
1301,147012,614.92,63,35.16,9.76,539.58,0.54,0.0,2 ,0.2 ,0.1 ,2 ,9,1 ,0,1440,1.1396271173875976
1302,169166,1784.76,63,12.02,28.33,1618.74,1.62,0.0,6 ,0.7 ,0.2 ,3 ,10,1 ,0,1440,1.1025612513436376
1303,427803,2426.66,63,14.36,38.52,938.4,0.94,0.0,3 ,0.1 ,0.9 ,9 ,22,1 ,0,1440,2.5859548167092923
1304,124947,2847.75,63,6.93,45.2,1994.1,1.99,0.0,7 ,0.5 ,1 ,21 ,7,1 ,0,1440,1.4280878591845947
1305,321846,3351.68,63,12.97,53.2,1736.04,1.73,0.0,6 ,0.5 ,0.9 ,8 ,17,1 ,0,1440,1.9306467592912606
1306,53038,2102.72,63,5.86,33.38,1994.1,1.99,0.0,8 ,0.4 ,0.1 ,13 ,4,1 ,0,1440,1.054470688531167
1307,281496,3385.45,63,10.34,53.74,1759.5,1.76,0.0,6 ,1 ,0.5 ,10 ,15,1 ,0,1440,1.9240977550440466
1308,45907,2085.24,63,11.53,33.1,1900.26,1.90,0.0,7 ,0.1 ,1 ,5 ,4,1 ,0,1440,1.0973445739004135
1309,104663,1835.76,63,6.97,29.14,1032.24,1.03,0.0,3 ,0.7 ,0.7 ,22 ,6,1 ,0,1440,1.7784236224133922
1310,224964,2956.28,63,9.66,46.93,1337.22,1.33,0.0,4 ,0.7 ,1 ,16 ,12,1 ,0,1440,2.2107656182228803
1311,100261,1225.8,63,11.34,19.46,469.2,0.47,0.0,1 ,0.7 ,0.3 ,18 ,6,1 ,0,1440,2.612531969309463
1312,400850,4230.48,63,15.39,67.15,2674.44,2.67,0.0,10 ,0.5 ,0.9 ,3 ,21,1 ,0,1440,1.581818997621932
1313,404505,2218.64,63,10.06,35.22,1337.22,1.33,0.0,5 ,0.1 ,0.6 ,7 ,21,1 ,0,1440,1.6591435964164458
1314,91035,1397.52,63,5.81,22.18,1290.3,1.29,0.0,5 ,0.4 ,0.1 ,9 ,6,1 ,0,1440,1.0830969541966984
1315,191938,3441.76,63,17.39,54.63,2205.24,2.20,0.0,8 ,0.4 ,1 ,4 ,11,1 ,0,1440,1.5607190147104173
1316,118201,590.56,63,10.25,9.37,328.44,0.33,0.0,1 ,0.1 ,0.3 ,15 ,7,1 ,0,1440,1.7980757520399462
1317,134853,2197.8,63,10.93,34.89,1055.7,1.05,0.0,3 ,0.6 ,0.9 ,10 ,8,1 ,0,1440,2.081841432225064
1318,71750,3195.67,63,9.44,50.72,2650.98,2.65,0.0,10 ,0.5 ,0.8 ,10 ,5,1 ,0,1440,1.2054674120513924
1319,354693,2465.88,63,10.97,39.14,1102.62,1.10,0.0,3 ,1 ,0.7 ,20 ,18,1 ,0,1440,2.2363824345649457
1320,360296,2656.0,63,18.03,42.16,1712.58,1.71,0.0,6 ,1 ,0.3 ,5 ,19,1 ,0,1440,1.550876455406463
1321,145337,2309.88,63,5.51,36.66,1829.88,1.83,0.0,7 ,0.4 ,0.4 ,21 ,8,1 ,0,1440,1.2623122827726407
1322,409707,2837.79,63,8.48,45.04,1853.34,1.85,0.0,7 ,0.1 ,0.8 ,12 ,21,1 ,0,1440,1.5311761468483926
1323,422643,2420.68,63,21.25,38.42,985.32,0.98,0.0,3 ,0.5 ,0.7 ,4 ,22,1 ,0,1440,2.4567450168473184
1324,343472,2084.92,63,21.15,33.09,774.18,0.77,0.0,2 ,0.8 ,0.5 ,9 ,18,1 ,0,1440,2.693068795370586
1325,115454,2298.02,63,13.49,36.48,1196.46,1.19,0.0,4 ,0.6 ,0.5 ,12 ,7,1 ,0,1440,1.9206826805743609
1326,223138,2362.74,63,5.54,37.5,2017.56,2.01,0.0,8 ,0.4 ,0.2 ,15 ,12,1 ,0,1440,1.1710878486885148
1327,32578,3236.4,63,10.77,51.37,2205.24,2.20,0.0,8 ,0.8 ,0.6 ,13 ,3,1 ,0,1440,1.46759536376993
1328,216033,1174.4,63,8.83,18.64,821.1,0.82,0.0,3 ,0.4 ,0.1 ,8 ,12,1 ,0,1440,1.4302764584094507
1329,303936,3384.58,63,11.0,53.72,1736.04,1.73,0.0,6 ,0.4 ,1 ,11 ,16,1 ,0,1440,1.9495979355314395
1330,224317,2167.76,63,5.92,34.41,1782.96,1.78,0.0,7 ,0.2 ,0.4 ,16 ,12,1 ,0,1440,1.2158208821285952
1331,93274,2259.68,63,12.87,35.87,1196.46,1.19,0.0,4 ,0.8 ,0.3 ,11 ,6,1 ,0,1440,1.8886381492068267
1332,417554,2058.52,63,5.08,32.67,1219.92,1.22,0.0,4 ,0.6 ,0.6 ,20 ,21,1 ,0,1440,1.6874221260410518
1333,399296,2334.4,63,45.89,37.05,1712.58,1.71,0.0,6 ,1 ,0.3 ,2 ,21,1 ,0,1440,1.3630896074927887
1334,264408,2312.9,63,5.23,36.71,2017.56,2.01,0.0,8 ,0.1 ,0.5 ,14 ,14,1 ,0,1440,1.1463847419655426
1335,434255,1987.19,63,5.01,31.54,1384.14,1.38,0.0,5 ,0.6 ,0.3 ,16 ,22,1 ,0,1440,1.4356856965335876
1336,379763,2472.2,63,17.55,39.24,1055.7,1.05,0.0,3 ,0.7 ,0.8 ,3 ,20,1 ,0,1440,2.3417637586435536
1337,167091,1647.84,63,0.0,26.16,494.1,0.49,0.0,1 ,1 ,0.1 ,22 ,9,1 ,0,1440,3.335033394049787
1338,355693,2525.88,63,11.21,40.09,1102.62,1.10,0.0,3 ,1 ,0.7 ,21 ,18,1 ,0,1440,2.29079828045927
1339,159761,2225.0,63,0.0,35.32,586.5,0.59,0.0,1 ,0.7 ,0.8 ,14 ,9,1 ,0,1440,3.793691389599318
1340,15586,2233.83,63,5.53,35.46,1759.5,1.76,0.0,6 ,0.9 ,0.6 ,17 ,2,1 ,0,1440,1.2695822676896846
1341,403823,2466.72,63,15.72,39.15,985.32,0.98,0.0,3 ,0.3 ,0.9 ,6 ,21,1 ,0,1440,2.5034709535988307
1342,152736,2558.88,63,11.66,40.62,1689.12,1.69,0.0,6 ,0.4 ,0.8 ,7 ,9,1 ,0,1440,1.514919011082694
1343,233720,3436.4,63,12.45,54.55,2580.6,2.58,0.0,10 ,0.2 ,0.8 ,4 ,13,1 ,0,1440,1.3316283034953114
1344,235813,2067.64,63,14.46,32.82,961.86,0.96,0.0,3 ,0.2 ,0.9 ,6 ,13,1 ,0,1440,2.1496267648098475
1345,73223,1332.93,63,13.28,21.16,844.56,0.84,0.0,3 ,0.3 ,0.3 ,12 ,5,1 ,0,1440,1.578253765274226
1346,350488,3081.94,63,4.99,48.92,2205.24,2.20,0.0,8 ,0.9 ,0.5 ,16 ,18,1 ,0,1440,1.3975531007962854
1347,387610,2997.04,63,6.19,47.57,2533.68,2.53,0.0,10 ,0.1 ,0.7 ,11 ,20,1 ,0,1440,1.1828802374411924
1348,38371,1466.88,63,0.0,23.28,516.12,0.52,0.0,1 ,0.8 ,0.4 ,19 ,3,1 ,0,1440,2.8421297372704024
1349,45744,1751.12,63,15.97,27.8,1243.38,1.24,0.0,4 ,0.5 ,0.8 ,5 ,4,1 ,0,1440,1.4083546462063083
1350,115462,1912.28,63,22.13,30.35,750.72,0.75,0.0,2 ,0.7 ,0.5 ,12 ,7,1 ,0,1440,2.547261295822677
1351,413113,1105.14,63,5.38,17.54,797.64,0.80,0.0,3 ,0.2 ,0.2 ,16 ,21,1 ,0,1440,1.385512261170453
1352,100867,2800.53,63,6.14,44.45,2017.56,2.01,0.0,7 ,0.7 ,0.9 ,18 ,6,1 ,0,1440,1.3880776779872719
1353,178419,2498.69,63,5.95,39.66,2275.62,2.27,0.0,9 ,0.2 ,0.5 ,12 ,10,1 ,0,1440,1.0980260324658775
1354,111696,3072.08,63,13.05,48.76,1806.42,1.80,0.0,6 ,1 ,0.7 ,8 ,7,1 ,0,1440,1.7006454755815368
1355,189493,1696.8,63,29.57,26.93,1055.7,1.05,0.0,3 ,1 ,0.5 ,2 ,11,1 ,0,1440,1.6072747939755612
1356,224072,1377.16,63,7.16,21.86,680.34,0.68,0.0,2 ,0.8 ,0.1 ,16 ,12,1 ,0,1440,2.024223182526384
1357,38714,1377.74,63,7.88,21.87,1173.0,1.17,0.0,4 ,0.2 ,0.8 ,19 ,3,1 ,0,1440,1.174543904518329
1358,191465,2252.48,63,16.64,35.75,1454.52,1.45,0.0,5 ,0.7 ,0.5 ,4 ,11,1 ,0,1440,1.548607100624261
1359,417987,3403.09,63,5.26,54.02,2087.94,2.08,0.0,7 ,0.9 ,1 ,20 ,21,1 ,0,1440,1.6298792110884412
1360,208053,1317.53,63,4.65,20.91,868.02,0.87,0.0,3 ,0.6 ,0.1 ,21 ,11,1 ,0,1440,1.5178567314117186
1361,328407,2007.71,63,5.34,31.87,1782.96,1.78,0.0,7 ,0.1 ,0.5 ,15 ,17,1 ,0,1440,1.1260544263471979
